Название;Раздел;Цена, ₽;Наличие;Артикул;Архивирована;Адрес;Фото;Фото в архиве;Описание (знаков);Артикул:;Потребление;Значения хешрейта;Окупаемость;Доходность;Артикул для заказа;Объем памяти;Тип памяти;Артикул для заказа:;Доходность обновлена:;Графический процессор (Чип);Объем видеопамяти;Графический процессор;Алгоритм хеширования;?Сколько требуется ватт на 1 MH/s Энергоэффективность W / MH;Энергоэффективность W / MH;?Считается как цена оборудования / хешрейт Стоимость 1 MH/s в руб.;Стоимость 1 MH/s в руб.;Интерфейс памяти;Частота памяти;Максимальное разрешение;Выход HDMI;Видеовыходы;Количество ядер CUDA®;Частота процессора;Производитель;OpenGL;Рекомендуемая мощность БП;Поддержка SLI/CrossFire;Поддержка мониторов;Техпроцесс;Количество занимаемых слотов;Сообщение;Возможна покупка с НДС;Вес, кг;Размер, мм;Поддержка водяного охлаждения;? Сколько требуется ватт на 1 MH/s Энергоэффективность W / MH;? Считается как цена оборудования / хешрейт Стоимость 1 MH/s в руб.;Энергопотребление, W;Low Hash Rate (LHR);Производитель видеопроцессора (видеокарта);Интерфейс (видеокарта);За 30 дней;Гарантия, мес.;Артикул;Серия (видеокарта);Кодовое название графического процессора (видеокарта)
Видеокарта GigaByte GeForce RTX 2080 TURBO OC 8G (GV-N2080TURBO OC-8GC);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1936;2023-02-08;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_gigabyte_geforce_rtx_2080_turbo_oc_8g_gv_n2080turbo_oc_8gc/;https://miningshop.ru/upload/iblock/82d/82d52e133bfd900451641b1473f296f8.png https://miningshop.ru/upload/iblock/a1f/a1ffe5e7da38a0fbc9c9e60c465118e7.png https://miningshop.ru/upload/iblock/24e/24e3d1f66dbda86b64cad6c781b08f10.png https://miningshop.ru/upload/iblock/49f/49f3d6d6c75de5ecc457f012f5859ccb.png https://miningshop.ru/upload/iblock/2ac/2ac64aa98182f992266d2f75a256ff15.png https://miningshop.ru/upload/iblock/451/4511df9b242c0db74860d925ebe822a4.png https://miningshop.ru/upload/iblock/0ac/0ac55d481004d0978485276d67feafca.png https://miningshop.ru/upload/iblock/55e/55eab79a63022a09e72c7858703e7d4f.png;;1211;1936;;;;;1936;8192 МБ;GDDR6;;;;;;;;;;;;;;;;;;GIGABYTE;;;;;;;;;;;;;;;;;;;;;;
Видеокарта GIGABYTE GeForce RTX 3060 Ti GAMING OC 8G;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве;47500.0;InStock;5853;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_gigabyte_geforce_rtx_3060_ti_gaming_oc_8g_/;https://miningshop.ru/upload/iblock/e20/e20b0c537179b85748b8b7a22d40162b.png https://miningshop.ru/upload/iblock/d71/d716d344ca196c2f01e4ef45ecd63022.png https://miningshop.ru/upload/iblock/076/076cede78677eacedaab36b96d80f8dd.png https://miningshop.ru/upload/iblock/923/923e13bc052ec907463e581f1d404d39.png https://miningshop.ru/upload/iblock/797/797b14e295a81c8a0e677cb157d05d06.png https://miningshop.ru/upload/iblock/0e1/0e16d1aa09e07faa6c667cc25610958e.png https://miningshop.ru/upload/iblock/b17/b17a2f851738c65ca0b073bfa5a2270a.png https://miningshop.ru/upload/iblock/2cf/2cfcaec68cc3a5e8d0ae49767225751d.png;mirror/upload/resize_cache/iblock/d71/400_400_140cd750bba9870f18aada2478b24840a/d716d344ca196c2f01e4ef45ecd63022.png mirror/upload/resize_cache/iblock/076/400_400_140cd750bba9870f18aada2478b24840a/076cede78677eacedaab36b96d80f8dd.png mirror/upload/resize_cache/iblock/923/400_400_140cd750bba9870f18aada2478b24840a/923e13bc052ec907463e581f1d404d39.png mirror/upload/resize_cache/iblock/797/400_400_140cd750bba9870f18aada2478b24840a/797b14e295a81c8a0e677cb157d05d06.png;2733;5853;180;;15.13;104.62576362363;;8 Гб;;;Обновлено: 14:59:49 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Gigabyte GeForce RTX 3070 Ti GAMING OC 8G;Каталог / Видеокарты / Видеокарты NVIDIA;130000.0;InStock;GV-N307TGAMING;2021-11-06;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_gigabyte_geforce_rtx_3070_ti_gaming_oc_8g/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/329/3it2iepkwtnef1et5u0nyxjh0s2otih2.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/f22/lnxhpcuo2l7mv7rci4bwp4s9tr2w0t9j.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/9e1/1owwxevkct0rz5sh41cfu7bh8h52bqxf.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/f11/nv0ludj9mbnrv2rhegtozslsef8nr1jy.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/e96/moynt57euo1q9mahnqxvgxav943gv0la.webp;mirror/upload/resize_cache/webp/upload/iblock/329/3it2iepkwtnef1et5u0nyxjh0s2otih2.webp mirror/upload/resize_cache/webp/iblock/f22/400_400_140cd750bba9870f18aada2478b24840a/lnxhpcuo2l7mv7rci4bwp4s9tr2w0t9j.webp mirror/upload/resize_cache/webp/iblock/9e1/400_400_140cd750bba9870f18aada2478b24840a/1owwxevkct0rz5sh41cfu7bh8h52bqxf.webp mirror/upload/resize_cache/webp/iblock/f11/400_400_140cd750bba9870f18aada2478b24840a/nv0ludj9mbnrv2rhegtozslsef8nr1jy.webp mirror/upload/resize_cache/webp/iblock/e96/400_400_140cd750bba9870f18aada2478b24840a/moynt57euo1q9mahnqxvgxav943gv0la.webp;3614;GV-N307TGAMING OC-8GD;230;47;493 дня;263,80 руб./день;6769;;;6769;;;;NVIDIA GeForce RTX 3070 Ti (LHR);DaggerHashimoto;4.89;4.89;2639;2639;;;;;;;;GIGABYTE;;;;;;;Обновлено: 06:00:37 06/11/2021;;;;;4.89;2639;;Да;;;;;;;
Видеокарта Gigabyte GeForce RTX 3080 TURBO 10G;Каталог / Видеокарты / Видеокарты NVIDIA;230000.0;InStock;GV-N3080TURBO-10GD;2021-11-29;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_gigabyte_geforce_rtx_3080_turbo_10g/;https://miningshop.ru/upload/iblock/c74/30y6lih3k4w2960jkabp5ge5ggw2iflz.jpg https://miningshop.ru/upload/iblock/656/i8knuzuy19ucwyzres9ysd52her70pgm.jpg https://miningshop.ru/upload/iblock/23f/grykgs7gcmwde2gpntq7mmiagu3f8a2r.jpg https://miningshop.ru/upload/iblock/7b8/f1f5x5pxtrimajh9mqzu9a6pbggq3727.jpg;mirror/upload/resize_cache/iblock/656/400_400_140cd750bba9870f18aada2478b24840a/i8knuzuy19ucwyzres9ysd52her70pgm.jpg mirror/upload/resize_cache/iblock/23f/400_400_140cd750bba9870f18aada2478b24840a/grykgs7gcmwde2gpntq7mmiagu3f8a2r.jpg mirror/upload/resize_cache/iblock/7b8/400_400_140cd750bba9870f18aada2478b24840a/f1f5x5pxtrimajh9mqzu9a6pbggq3727.jpg;3390;GV-N3080TURBO-10GD;240;98;446 дней;516,36 руб./день;6392;;;6392;;;;NVIDIA GeForce RTX 3080;DaggerHashimoto;2.45;2.45;2347;2347;;;;;;;;GIGABYTE;;;;;;;Обновлено: 00:00:28 30/11/2021;;;;;2.45;2347;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1060 3G Compact (N1060-6DDN-L5GM);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1700;2023-04-02;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1060_3g_compact_n1060_6ddn_l5gm/;https://miningshop.ru/upload/iblock/052/0526ddea0bceb03fa21018edbae0d22e.png https://miningshop.ru/upload/iblock/c57/c57c123938f654d84f57cf8b8331db4a.jpg https://miningshop.ru/upload/iblock/db5/db57dabc30594fc74f62ab17ea3f2d68.jpg;;1044;1700;;;;;1700;3072 МБ;GDDR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1060 Compact (N1060-6DDN-N5GM);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1762;2023-02-08;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1060_compact_n1060_6ddn_n5gm/;https://miningshop.ru/upload/iblock/a11/a1147fad4c0abedaa36310f9df48df79.png https://miningshop.ru/upload/iblock/822/822f87c3a339dc5bded63541dfc62a0b.png https://miningshop.ru/upload/iblock/597/59798a1aa6aa26360c419751f5d4418a.png;;677;1762;;;;;1762;6144 МБ;GDDR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Inno3D GeForce GTX 1060 Twin X2 (N106F-2SDN-L5GS);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1735;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1060_twin_x2_n106f_2sdn_l5gs/;https://miningshop.ru/upload/iblock/2c6/2c6fe2df3d6bc9ee1285c6ebc4af75c6.png https://miningshop.ru/upload/iblock/3d8/3d8f1acf7d313e523260a22daea770ff.jpg;;614;1735;;;;;1735;3072 МБ;GDDR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1060 X2 (N106F-5SDN-N5GS);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1690;2022-11-30;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1060_x2_n106f_5sdn_n5gs/;https://miningshop.ru/upload/iblock/52c/52cf2fc1e46d374f6adc15a3e8371024.png https://miningshop.ru/upload/iblock/fd2/fd2179764e131ece7ea578085c9ace2a.jpg https://miningshop.ru/upload/iblock/446/44664fc7b93378ef11e6459c3f26c9ed.jpg https://miningshop.ru/upload/iblock/32b/32b7b2c78c4674962484aef428f1e02c.jpg https://miningshop.ru/upload/iblock/530/530fc53652eface53dae6ed389e33311.jpg https://miningshop.ru/upload/iblock/a09/a09adb5c03c7f20ba1998c2f756d66e5.jpg https://miningshop.ru/upload/iblock/620/6204c0c0dca8b72c48c50f0b7577aa12.jpg;;902;1690;;;;;1690;6144 МБ;GDDR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 iChill X3 (C107V3-1SDN-P5DNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C107V3-1SDN-P5DNX;2021-01-23;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ichill_x3_c107v3_1sdn_p5dnx/;https://miningshop.ru/upload/iblock/9b5/9b598889086b955e2444f27b9565c754.png https://miningshop.ru/upload/iblock/986/986fdadf02be79fe9bd4cf4ed7efc891.png;;1197;C107V3-1SDN-P5DNX;;;;;1824;;GDDR5;1824;;;8192 МБ;;;;;;;256 бит;8200;7680x4320;да;Dual Link DVI-D, HDMI 2.0b, 3x DisplayPort 1.4;1920;1620 МГц / 1822 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2,5;;;1,205;302.2 x 108.7;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 iChill X4 (C107V4-1SDN-P5DNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C107V4-1SDN-P5DNX;2020-11-25;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ichill_x4_1620mhz_pci_e_3_0_8192mb_8200mhz_256_bit_3xdp_dvi_hdmi_/;https://miningshop.ru/upload/iblock/fd2/fd2f84ce8bfaa5b2f4eb725d28b40576.jpg https://miningshop.ru/upload/iblock/b84/b8400b3984cbfcb65374fcb46afbff2d.png https://miningshop.ru/upload/iblock/929/929a4d56fe18755ee13bbb8676aebb03.jpg;;1093;C107V4-1SDN-P5DNX;;;;;;;GDDR5;;;;8192 МБ;NVIDIA GeForce GTX 1070;;;;;;256 бит;8200;7680x4320;да;HDMI, DVI-D, DisplayPort (3 шт);1920;1620 МГц / 1822 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2,5;;;1,875;302 x 115;не поддерживается;;;;;;;;;;;
Видеокарта Inno3D GeForce GTX 1070 Jet (N1070-2DDN-P5DN);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1773;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_jet_n1070_2ddn_p5dn/;https://miningshop.ru/upload/iblock/914/9144a90a26f0f78b4af57cd7fe9db25c.jpg https://miningshop.ru/upload/iblock/79a/79a3ca50429e0d768adcfac40fc3440a.jpg;;1100;1773;125;30.21;;;;8192 МБ;GDDR5;;;NVIDIA GeForce GTX 1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Inno3D GeForce GTX 1070 Ti iChill X3 V2 (C107T3-3SDN-P5DS);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1839;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ti_ichill_x3_v2_c107t3_3sdn_p5ds/;https://miningshop.ru/upload/iblock/dc9/dc96ff938badcbbd2dab12f54df0dad5.png https://miningshop.ru/upload/iblock/803/8037831e30941f510db9bff1829a2a10.jpg https://miningshop.ru/upload/iblock/bac/bac782608bbc68c89c3e3c8f655e3f95.png;;614;1839;;;;;1839;8192 МБ;GDDR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 Ti Jet (N107T-1DDN-P5DN);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;N107T-1DDN-P5DN;2020-11-29;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ti_jet_n107t_1ddn_p5dn/;https://miningshop.ru/upload/iblock/0fd/0fda01de7f768f15a2ff050aa7e3ca04.png https://miningshop.ru/upload/iblock/d73/d739ec7565ccb1501b3c20c2d9be6221.jpg;;1060;N107T-1DDN-P5DN;;;;;;;GDDR5;;;;8192 МБ;;;;;;;256 бит;8000;7680x4320;да;HDMI, DVI-D, DisplayPort (3 шт);2432;1607 МГц / 1683 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2;;;1,45;266 x 111;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 Ti X2 (N107T-1SDN-P5DN);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;N107T-1SDN-P5DN;2020-11-27;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ti_x2_n107t_1sdn_p5dn/;https://miningshop.ru/upload/iblock/209/2092f8888a784a52f02bacfc8b326d0d.png https://miningshop.ru/upload/iblock/c23/c23612560842dbe0bc2ea62d118e7b59.jpg;;1029;N107T-1SDN-P5DN;;;;;;;GDDR5;;;;8192 МБ;;;;;;;256 бит;8000;7680x4320;да;DVI-D, HDMI, DisplayPort (3 шт);2432;1607 МГц / 1683 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2;;;1,45;266 x 111;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 Ti X3 (C107T3-1SDN-P5DN);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C107T3-1SDN-P5DN;2020-11-27;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ti_x3_c107t3_1sdn_p5dn/;https://miningshop.ru/upload/iblock/30b/30bec4f0b0050bdcec26512377d16fc8.png https://miningshop.ru/upload/iblock/13c/13cd9878e35d103c71239ef5638c9c1f.jpg;;604;C107T3-1SDN-P5DN;;;;;;;GDDR5;;;;8192 МБ;;;;;;;256 бит;8000;7680x4320;да;DVI-D, HDMI, DisplayPort (3 шт);2432;1607 МГц / 1683 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2,5;;;1,9;302 x 110.5;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 Ti X4 (C107T4-1SDN-P5DN);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C107T4-1SDN-P5DN;2020-11-25;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_ti_x4_c107t4_1sdn_p5dn/;https://miningshop.ru/upload/iblock/d84/d846285edbee637fab200f73567390e7.png https://miningshop.ru/upload/iblock/5e4/5e46f413ebf8355dfe96988be33f0922.png https://miningshop.ru/upload/iblock/cf6/cf63cb4af93608495009eef0e86b4574.jpg https://miningshop.ru/upload/iblock/aaa/aaa83dbb8072856e1838356cdd6f57a0.jpg https://miningshop.ru/upload/iblock/8e1/8e1f5f07c87d17fa936d6e33c859727b.jpg https://miningshop.ru/upload/iblock/48a/48a207049b7c8a76c77a07c42fe99b4a.jpg https://miningshop.ru/upload/iblock/349/3492f04c7952a3eaa12311a3854045e9.jpg;;618;C107T4-1SDN-P5DN;;;;;;;GDDR5;;;;8192 МБ;;;;;;;256 бит;8008;7680x4320;Да;HDMI, DisplayPort (3 шт), DVI-D;2432;1607 МГц / 1683 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;4;16 нм;2,5;;;1,884;302 x 115;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1070 X2 V3 (N1070-2SDV-P5DS);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;N1070-2SDV-P5DS;2020-11-29;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1070_twin_x2_v3_1506mhz_pci_e_3_0_8192mb_8000mhz_256_bit_dp_dvi_hdmi_h/;https://miningshop.ru/upload/iblock/d6f/d6fe53d6253d36f65f3a89bcadccced1.png https://miningshop.ru/upload/iblock/97c/97cc60d3fd139c2f6f229b42a55babab.png https://miningshop.ru/upload/iblock/9ac/9acc52b28abc79b34307ce3b6592f85c.png;;1026;N1070-2SDV-P5DS;;;;;;;GDDR5;;;;8192 МБ;;;;;;;256 бит;8000;7680x4320;да;DisplayPort, HDMI, DVI-D (2 шт);1920;1506 МГц / 1683 МГц;;OpenGL 4.5;500;SLI HB Bridge Supported;3;16 нм;2;;;1,124;220 x 38;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti iChill X3 (C108T3C-1SDN-Q6MNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C108T3C-1SDN-Q6MNX;2020-11-29;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_ichill_x3_c108t3c_1sdn_q6mnx/;https://miningshop.ru/upload/iblock/12b/12b3c8e6f3abaa86ced2d9c5fe3cb21e.png https://miningshop.ru/upload/iblock/793/793fff4a617896faa19e43850539b005.png https://miningshop.ru/upload/iblock/692/692d969655d02e28ec6af7353894d63a.png https://miningshop.ru/upload/iblock/232/232fa389847eec2bef69835c6e73cb67.png https://miningshop.ru/upload/iblock/64b/64b65485268c84f306f1a2e86b02dc2b.png;;936;C108T3C-1SDN-Q6MNX;;;;;;;GDDR5X;;;;11264 МБ;NVIDIA GeForce GTX 1080 Ti;;;;;;352 бит;11400;7680x4320;да;HDMI, DVI-D, DisplayPort (3 шт);3584;1569 МГц / 1683 МГц;;OpenGL 4.5;600;SLI HB Bridge Supported;4;16 нм;2,5;;;1,876;302.5 x 110.5;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti iChill X3 Ultra (C108T3-1SDN-Q6MNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1861;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_ichill_x3_ultra_c108t3_1sdn_q6mnx/;https://miningshop.ru/upload/iblock/a89/a8966bcb4f1171f627ae2a27e497e088.png https://miningshop.ru/upload/iblock/072/072d9d92e26f3b1e31c74b23950ccb8f.png https://miningshop.ru/upload/iblock/f33/f33b5fc282cd87513182bb3cbeba6ff7.png https://miningshop.ru/upload/iblock/b73/b732a833bba52ab6f97d4250350a397f.png https://miningshop.ru/upload/iblock/32a/32a710b80c11875f97c67c420611d9e6.png;;856;1861;;;;;1861;11264 МБ;GDDR5X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti iChill X4 (C108T4C-1SDN-Q6MNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1852;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_ichill_x4_c108t4c_1sdn_q6mnx/;https://miningshop.ru/upload/iblock/671/67165c7309ec06975bfe58ed96de50fb.png https://miningshop.ru/upload/iblock/6e0/6e062148763e1ab7714ce401f971816f.png https://miningshop.ru/upload/iblock/165/1657731228486c9f9f13b26216bd34ab.png https://miningshop.ru/upload/iblock/4f7/4f7291bde6fd978488e964a358016eca.png https://miningshop.ru/upload/iblock/f20/f20ef16b3320b6d3f769d47bff696736.png https://miningshop.ru/upload/iblock/753/7531768ecfa2e16ca8f41d2fb2155ecf.png;;771;1852;190;48.69;;;;11264 МБ;GDDR5X;;;NVIDIA GeForce GTX 1080 Ti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti iChill X4 Ultra (C108T4-1SDN-Q6MNX);Каталог / Видеокарты / Видеокарты NVIDIA;;Нет в наличии;C108T4-1SDN-Q6MNX;2020-11-27;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_ichill_x4_ultra_c108t4_1sdn_q6mnx/;https://miningshop.ru/upload/iblock/067/067dd06df35f0a8414ff4312c40b3933.png https://miningshop.ru/upload/iblock/a0f/a0f0230c9ec428ad94c118c9501b5421.png https://miningshop.ru/upload/iblock/13a/13a3eab07cc069a4e6dd653a83f8e0de.png https://miningshop.ru/upload/iblock/f87/f8761e46957ee7e2f252c3ffaab02d38.png https://miningshop.ru/upload/iblock/e6c/e6c80e7ef43f488ae9a05d77056de2b0.png https://miningshop.ru/upload/iblock/4e9/4e92fdef39e6b75321add772f41f9f70.png;;1067;C108T4-1SDN-Q6MNX;;;;;;;GDDR5X;;;;11264 МБ;;;;;;;352 бит;11400;7680x4320;да;HDMI 2.0b, 3x DisplayPort 1.4, Dual-link DVI-D;3584;1607 МГц / 1721 МГц;;OpenGL 4.5;600;SLI HB Bridge Supported;4;16 нм;2;;;1,929;302.2 x 115.2 x 2.5;не поддерживается;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti JET (N108T-2DDN-Q6MN);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1877;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_jet_n108t_2ddn_q6mn/;https://miningshop.ru/upload/iblock/def/def59f7ae2531b1c09e7e88179656604.png https://miningshop.ru/upload/iblock/dfa/dfab88d1f8ef3c3ab4967f5c7b231b05.png https://miningshop.ru/upload/iblock/b3d/b3df04a68405d81ee1fb73e36cde35a9.png https://miningshop.ru/upload/iblock/2a8/2a8d51993d8fa0ca4b9c4dd208889380.png https://miningshop.ru/upload/iblock/e0c/e0ce41164d37305ef701e1d138826678.png;;342;1877;;;;;1877;11264 МБ;GDDR5X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce GTX 1080 Ti X2 (N108T-1SDN-Q6MN);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1867;2023-02-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_gtx_1080_ti_x2_n108t_1sdn_q6mn/;https://miningshop.ru/upload/iblock/2f9/2f95d6b057732612b994a580107d004f.png https://miningshop.ru/upload/iblock/210/210d0fb889a311fc1b7ecea3e6bb3233.png;;1092;1867;190;48.69;;;;11264 МБ;GDDR5X;;;NVIDIA GeForce GTX 1080 Ti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce RTX 2060 SUPER TWIN X2 OC;Каталог / Видеокарты / Видеокарты NVIDIA;19500.0;OutOfStock;N206S2-08D6X-1710VA15L;2021-10-20;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_rtx_2060_super_twin_x2_oc/;https://miningshop.ru/upload/iblock/5a8/5a8644924df0596b07f36ac278e4ca75.jpg https://miningshop.ru/upload/iblock/b89/b89c0ecc4955f686a5c015a320a2d848.jpg;;1290;N206S2-08D6X-1710VA15L;90;32;115 дней;170,67 руб./день;5086;;;5086;;;;NVIDIA GeForce RTX 2060;;2.81;2.81;610;610;;;;;;;;;;;;;;;Обновлено: 19:00:32 20/10/2021;;;;;2.81;610;;;;;;;;;
Видеокарта Inno3D GeForce RTX 2060 TWIN X2 (N20602-06D6-1710VA23);Каталог / Видеокарты / Видеокарты NVIDIA;;Ожидаем поставку;1894;2023-02-08;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_rtx_2060_twin_x2_n20602_06d6_1710va23/;https://miningshop.ru/upload/iblock/11e/11efbb1c1064fd27a92c4fe270b84f06.png https://miningshop.ru/upload/iblock/fec/fecddc87aa3a5e5a6e262111f356ee20.jpg;;338;1894;90;32;;;;6144 МБ;GDDR6;;;NVIDIA GeForce RTX 2060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта INNO3D GeForce RTX 2080 Ti Gaming OC X3 (N208T3-11D6X-1150VA24);Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве;;Ожидаем поставку;1980;2022-08-09;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarta_inno3d_geforce_rtx_2080_ti_gaming_oc_x3_n208t3_11d6x_1150va24/;https://miningshop.ru/upload/iblock/c3a/c3a54c3148cc7f18a7fe86d5b02344d7.jpg https://miningshop.ru/upload/iblock/5d9/5d93175f93168e73d360adb194aabaa7.jpg https://miningshop.ru/upload/iblock/a97/a970e0947d691c5fd82a4bd001cd675d.jpg https://miningshop.ru/upload/iblock/afa/afaabc2cf0dc24d23f82fba932a4b16e.jpg https://miningshop.ru/upload/iblock/f37/f37a288913797bd5382eea010ad3d834.jpg https://miningshop.ru/upload/iblock/6ff/6ff346196808d66061803756ccdeecee.jpg;;895;1980;220;59.21;;;;11264 МБ;GDDR6;;;NVIDIA GeForce RTX 2080 Ti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
